point_id,x,y,z
95,-0.000535055,-0.0153269,0.000318494
96,-0.000529055,-0.0153269,0.000318494
97,-0.000535055,-0.0153329,0.000318494
98,-0.000529055,-0.0153329,0.000318494
99,-0.000535055,-0.0153269,0.000318494
100,-0.000529055,-0.0153269,0.000318494
101,-0.000535055,-0.0153329,0.000324494
102,-0.000529055,-0.0153329,0.000324494
103,-0.000535055,-0.0153269,0.000324494
104,-0.000529055,-0.0153269,0.000324494
105,-0.000535055,-0.0153329,0.000324494
106,-0.000529055,-0.0153329,0.000324494
107,-0.000535055,-0.0153269,0.000324494
108,-0.000529055,-0.0153269,0.000324494
109,-0.000535055,-0.0153329,0.00032755
110,-0.000529055,-0.0153329,0.00032755
111,-0.000535055,-0.0153269,0.00032755
112,-0.000529055,-0.0153269,0.00032755
113,-0.000535055,-0.0153269,0.000300494
114,-0.000529055,-0.0153269,0.000300494
115,-0.000535055,-0.0153209,0.000300494
116,-0.000529055,-0.0153209,0.000300494
117,-0.000535055,-0.0153269,0.000306494
118,-0.000529055,-0.0153269,0.000306494
119,-0.000535055,-0.0153209,0.000306494
120,-0.000529055,-0.0153209,0.000306494
121,-0.000535055,-0.0153269,0.000306494
122,-0.000529055,-0.0153269,0.000306494
123,-0.000535055,-0.0153209,0.000306494
124,-0.000529055,-0.0153209,0.000306494
125,-0.000535055,-0.0153269,0.000312494
126,-0.000529055,-0.0153269,0.000312494
127,-0.000535055,-0.0153209,0.000312494
128,-0.000529055,-0.0153209,0.000312494
129,-0.000535055,-0.0153269,0.000312494
130,-0.000529055,-0.0153269,0.000312494
131,-0.000535055,-0.0153209,0.000312494
132,-0.000529055,-0.0153209,0.000312494
133,-0.000535055,-0.0153269,0.000318494
134,-0.000529055,-0.0153269,0.000318494
135,-0.000535055,-0.0153209,0.000318494
136,-0.000529055,-0.0153209,0.000318494
137,-0.000535055,-0.0153269,0.000318494
138,-0.000529055,-0.0153269,0.000318494
139,-0.000535055,-0.0153209,0.000318494
140,-0.000529055,-0.0153209,0.000318494
141,-0.000535055,-0.0153269,0.000324494
142,-0.000529055,-0.0153269,0.000324494
143,-0.000535055,-0.0153209,0.000324494
144,-0.000529055,-0.0153209,0.000324494
145,-0.000529055,-0.0153449,0.000294494
146,-0.000523055,-0.0153449,0.000294494
147,-0.000529055,-0.0153389,0.000294494
148,-0.000523055,-0.0153389,0.000294494
149,-0.000529055,-0.0153449,0.000300494
150,-0.000523055,-0.0153449,0.000300494
151,-0.000529055,-0.0153389,0.000300494
152,-0.000523055,-0.0153389,0.000300494
153,-0.000529055,-0.0153449,0.000300494
154,-0.000523055,-0.0153449,0.000300494
155,-0.000529055,-0.0153389,0.000300494
156,-0.000523055,-0.0153389,0.000300494
157,-0.000529055,-0.0153449,0.000306494
158,-0.000523055,-0.0153449,0.000306494
159,-0.000529055,-0.0153389,0.000306494
160,-0.000523055,-0.0153389,0.000306494
161,-0.000529055,-0.0153449,0.000306494
162,-0.000523055,-0.0153449,0.000306494
163,-0.000529055,-0.0153389,0.000306494
164,-0.000523055,-0.0153389,0.000306494
165,-0.000529055,-0.0153449,0.000312494
166,-0.000523055,-0.0153449,0.000312494
167,-0.000529055,-0.0153389,0.000312494
